Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
102,Punisher,2.5709673913043476,0.6472419565217391,70.0,1.0,0.6310439130434782,0.016198043478260857,0.08111543478260871,0.2716426086956522,1.0,0,0.20312800106273965,0
103,Meta Majority Finite Memory: 86 players,2.5667065217391305,0.7446073913043478,30.0,1.0,0.6970402173913043,0.04756717391304352,0.05512717391304351,0.20026543478260878,0.9999921474097191,0.09667400444680879,0.8456881657265867,0
104,Soft Go By Majority,2.5655978260869565,0.8173086956521739,17.0,1.0,0.7366899999999998,0.08061869565217396,0.043133478260869586,0.13955782608695658,1.0,0.8324980835635826,0.7001982589181974,0
105,Worse and Worse 3,2.563434782608696,0.7742482608695652,31.0,1.0,0.7038582608695654,0.07038999999999997,0.05649543478260869,0.16925630434782596,0.8805504926489701,0.5030268506661596,0.5861759144525479,0.4103481110071557
106,Hard Tit For 2 Tats,2.559010869565218,0.8284360869565217,0.0,1.0,0.7619767391304348,0.06645934782608695,0.025386521739130436,0.14617739130434784,1.0,0.684644830012655,0.36176839040633435,0.3120044460421694
107,"N Tit(s) For M Tat(s): 3, 2",2.5580326086956524,0.7969128260869566,27.0,1.0,0.740300652173913,0.05661217391304345,0.03374586956521738,0.16934130434782596,1.0,0.7231781258391431,0.2586159516665854,0.1478049802750289
108,Nice Average Copier,2.55795652173913,0.7733373913043479,30.0,1.0,0.7033869565217391,0.0699504347826087,0.05579478260869567,0.17086782608695655,0.8803748001277139,0.501757481746967,0.5862793221947739,0.4120270549837462
109,Win-Stay Lose-Shift: C,2.5572173913043477,0.772990652173913,22.0,1.0,0.6440508695652173,0.1289397826086957,0.09937586956521748,0.1276334782608696,1.0,0,0,1.0
110,Appeaser,2.554282608695652,0.7726495652173913,22.0,1.0,0.6432697826086956,0.12937978260869568,0.09928304347826092,0.12806739130434777,1.0,0,0,1.0
111,Hard Tit For Tat,2.5531956521739128,0.6396830434782609,72.0,1.0,0.6249941304347826,0.014688913043478238,0.07926413043478266,0.2810528260869566,1.0,0,0.21943253874334886,0
112,Tit For 2 Tats,2.548456521739131,0.8539071739130435,0.0,1.0,0.7772619565217392,0.07664521739130437,0.017575652173913037,0.12851717391304343,1.0,0.7486165816781288,1.0,0
113,Harrington,2.534771739130435,0.6798839130434783,79.0,1.0,0.5878080434782609,0.0920758695652174,0.11232782608695652,0.20778826086956523,0.9120909688028712,0.48331060131534065,0.963073216757567,0.2791232810577381
114,GTFT: 0.7,2.534163043478261,0.9469536956521739,0.0,1.0,0.8077023913043478,0.13925130434782607,0.014600434782608689,0.038445869565217394,1.0,0.700269246619472,1.0,0.6967431030379758
115,Inverse,2.5306739130434774,0.676303695652174,70.0,1.0,0.6459819565217393,0.030321739130434792,0.06705543478260871,0.2566408695652173,0.9557389411272541,0,0.582148915621546,0
116,Thumper,2.5240760869565215,0.6885354347826087,54.0,1.0,0.6558741304347824,0.032661304347826055,0.061220652173913086,0.25024391304347826,1.0,0,0.5621869329622152,0
117,Two Tits For Tat,2.5239021739130436,0.6571660869565218,70.0,1.0,0.6328565217391304,0.024309565217391287,0.07054891304347828,0.2722850000000001,1.0,0,0.3606098472086799,0
118,Eventual Cycle Hunter,2.5000652173913043,0.8947369565217391,14.0,1.0,0.7494421739130432,0.14529478260869572,0.03664282608695652,0.06862021739130438,0.997345798981794,0.9819017598466081,0.09924288913498214,0.11802102434499577
119,Meta Majority Memory One: 35 players,2.4891304347826084,0.6842004347826087,88.0,1.0,0.6433713043478259,0.04082913043478264,0.06084065217391301,0.2549589130434784,0.9871922684064601,0.02498774316076919,0.7849557370065279,0.004088672067081549
